term,fallback_term,term_type,geography,date_range,date,interest,data_status,run_id,source_term,geo_code,search_type,category,retrieval_date,is_partial
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2025-10-26,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2025-11-02,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2025-11-09,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2025-11-16,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2025-11-23,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2025-11-30,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2025-12-07,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2025-12-14,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2025-12-21,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2025-12-28,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2026-01-04,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2026-01-11,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2026-01-18,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2026-01-25,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2026-02-01,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2026-02-08,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2026-02-15,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2026-02-22,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2026-03-01,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2026-03-08,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2026-03-15,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2026-03-22,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2026-03-29,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2026-04-05,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2026-04-12,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2026-04-19,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2026-04-26,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2026-05-03,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2026-05-10,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2026-05-17,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2026-05-24,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2026-05-31,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2026-06-07,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2026-06-14,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2026-06-21,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2026-06-28,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2026-07-05,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2026-07-12,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2026-07-19,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2026-07-26,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2026-08-02,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2026-08-09,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2026-08-16,100,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,bug triage,Search term,UK,2024-08-01 to 2026-08-24,2026-08-23,0,fallback_sufficient,42c6c09dea00,bug triage,GB,Google Web Search,All categories,2026-08-24,True
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2021-08-22,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2021-08-29,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2021-09-05,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2021-09-12,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2021-09-19,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2021-09-26,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2021-10-03,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2021-10-10,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2021-10-17,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2021-10-24,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2021-10-31,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2021-11-07,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2021-11-14,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2021-11-21,100,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2021-11-28,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2021-12-05,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2021-12-12,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2021-12-19,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2021-12-26,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2022-01-02,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2022-01-09,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2022-01-16,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2022-01-23,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2022-01-30,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2022-02-06,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2022-02-13,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2022-02-20,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2022-02-27,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2022-03-06,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2022-03-13,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2022-03-20,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2022-03-27,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2022-04-03,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2022-04-10,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2022-04-17,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2022-04-24,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2022-05-01,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2022-05-08,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2022-05-15,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2022-05-22,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2022-05-29,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2022-06-05,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2022-06-12,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2022-06-19,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2022-06-26,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2022-07-03,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2022-07-10,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
bug triage process,,Search term,UK,2021-08-24 to 2026-08-24,2022-07-17,0,sufficient,b060fce84ac0,bug triage process,GB,Google Web Search,All categories,2026-08-24,False
